sequence,frame,IoU
6,51,0.6509581431112957
6,52,0.6509747595682386
6,53,0.6835138514893456
6,54,0.664803898507747
6,55,0.593406583018766
6,56,0.6835138887804998
6,57,0.6953919224050162
6,58,0.6852792175757839
6,59,0.7309146068991805
6,60,0.7238759762223473
6,61,0.6887755410614376
6,62,0.7191933947516159
6,63,0.0
6,64,0.7609982558631192
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
6,71,0.0
6,72,0.0
6,73,0.48010907772083006
6,74,0.4581704219251316
6,75,0.0
6,76,0.0
6,77,0.0
6,78,0.0
6,79,0.0
7,30,0
7,31,0
7,32,0
7,33,0.6508466766501555
7,34,0.5833537292602983
7,35,0.7265621455206087
7,36,0.7501865547970634
7,37,0.737343599398085
7,38,0.7269066403681789
7,39,0.76806640625
7,40,0.4551038940227552
7,41,0.838311553619581
7,42,0.7663043478260869
7,43,0.7745241581259151
7,44,0.807609860664523
7,45,0.7970604861503674
7,46,0.6623409669211195
7,47,0.6240239458615304
7,48,0.7581227436823105
7,49,0.7736237144585602
7,50,0.843813200956058
7,51,0.8090753424657534
7,52,0.7730093071354706
7,53,0.7729961423060437
7,54,0.7917561539732364
7,55,0.7581489613241007
7,56,0.7467847713141981
7,57,0.0
7,58,0.3985380116959064
7,59,0.0
7,60,0.0
7,61,0.0
7,62,0.0
7,63,0.5623471882640587
7,64,0.0
7,65,0.7505614721437369
7,66,0.7285429141716567
7,67,0.7585452556740497
7,68,0.7484626647144949
7,69,0.7627232142857143
7,70,0.7066291622320207
7,71,0.7077735497398462
7,72,0.2943077305493413
7,73,0.2112077112077112
7,74,0.8202323991797676
7,75,0.7880434782608695
7,76,0.0
7,77,0.0
7,78,0.0
7,79,0.8294494035863812
7,80,0.7146691931154271
7,81,0.7549019607843137
7,82,0.7192851824274014
7,83,0.6941736028537455
7,84,0.7329222391286938
7,85,0.7450657894736842
7,86,0.7562269580073734
7,87,0.7621009268795057
7,88,0.6858475894245724
7,89,0.7407407407407407
7,90,0.6594827586206896
7,91,0.6288377192982456
7,92,0.8236453201970443
7,93,0.788659793814433
7,94,0.8110192837465565
7,95,0.6854903002923199
7,96,0.0
7,97,0.0
7,98,0.0
7,99,0.7113194909578031
7,100,0.0
7,101,0.0
7,102,0.0
7,103,0.0
7,104,0.0
7,105,0.0
7,106,0.6587626854020296
7,107,0.0
7,108,0.0
7,109,0.0
8,30,0.5801845725230715
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.5347826086956522
8,42,0.6160289045820332
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.6423173803526449
8,47,0.5578518206101505
8,48,0.0
8,49,0.5841121495327103
8,50,0.6271604938271605
8,51,0.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,0.65
8,59,0.6118248175182481
8,60,0.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.8193384223918575
8,66,0.0
8,67,0.7925636007827789
8,68,0.8043052837573386
8,69,0.7597765363128491
8,70,0.7087741132545116
8,71,0.0
8,72,0.0
8,73,0.6842246707874228
8,74,0.6431924882629108
8,75,0.6353467561521253
8,76,0.0
8,77,0.0
8,78,0.6541133058389408
8,79,0.0
9,30,0.5897068403908795
9,31,0.6028359734287174
9,32,0.6719892735251097
9,33,0.6935195130683852
9,34,0.6043811347857314
9,35,0.6352163461538461
9,36,0.5870275314979001
9,37,0.5949119373776908
9,38,0.5793865319073922
9,39,0.5946601941747572
9,40,0.5779904306220096
9,41,0.583295298950251
9,42,0.6206896551724138
9,43,0.6420323325635104
9,44,0.5725921400936673
9,45,0.65439672801636
9,46,0.560567663456665
9,47,0.6457219251336899
9,48,0.5165474060822898
9,49,0.5672618491165747
9,50,0.5741260048607216
9,51,0.5762932638630442
9,52,0.5191160996141705
9,53,0.48398389637668476
9,54,0.5043133195307108
9,55,0.625164091689387
9,56,0.5749559082892416
9,57,0.589907604832978
9,58,0.5189603749467405
9,59,0.5293225959261014
9,60,0.617672621921777
9,61,0.6223606110732705
9,62,0.6433611884865367
9,63,0.5997369574747917
9,64,0.6195440291550132
9,65,0.5718884120171673
9,66,0.6471371504660453
9,67,0.6096048201311359
9,68,0.6487813588072493
9,69,0.5970304975922953
9,70,0.6122079760874696
9,71,0.0
9,72,0.0
9,73,0.0
9,74,0.5574920297555792
9,75,0.5953177257525084
9,76,0.5338731443994602
9,77,0.5368284228769498
9,78,0.6273814798404962
9,79,0.5628189011314058
10,30,0.7269885376866968
10,31,0.8124871636886424
10,32,0.8053840704382148
10,33,0.5451748132830834
10,34,0.6396856881293866
10,35,0.6590389016018307
10,36,0.6266526442307693
10,37,0.6889903602232369
10,38,0.6697054698457223
10,39,0.6548223350253807
10,40,0.6471494607087828
10,41,0.7447619047619047
10,42,0.6459441799682628
10,43,0.6619074281448302
10,44,0.6608854404381561
10,45,0.6691776522284997
10,46,0.6578304848273456
10,47,0.6068783068783069
10,48,0.6925531914893617
10,49,0.7020280811232449
10,50,0.5201592264805441
10,51,0.5504715796908136
10,52,0.6324509617215769
10,53,0.6055813083388044
10,54,0.6044803998155419
10,55,0.6365224540129483
10,56,0.5697596476108397
10,57,0.6198265668111943
10,58,0.745764411027569
10,59,0.6900726392251816
11,30,0.6026246719160105
11,31,0.5842239185750636
11,32,0.5371350520744408
11,33,0.5516795865633075
11,34,0.575139146567718
11,35,0.5575193798449612
11,36,0.5610188618410447
11,37,0.5833199421500884
11,38,0.5923000987166831
11,39,0.5391705069124424
11,40,0.5600965683738576
11,41,0.6073115270246633
11,42,0.5648854961832062
11,43,0.6787404441208591
11,44,0.6519453207150369
11,45,0.6752354788069074
11,46,0.7183154549066348
11,47,0.6911204268292683
11,48,0.6397058823529411
11,49,0.6511915269196823
11,50,0.5658655308792212
11,51,0.5248070562293274
11,52,0.5103948653550998
11,53,0.5082691759338466
11,54,0.5043751709051135
11,55,0.5195783132530121
11,56,0.5752123218655535
11,57,0.5240579710144928
11,58,0.48093457943925233
11,59,0.0
11,60,0.5886792452830188
11,61,0.5926246038605589
11,62,0.5141034727143869
11,63,0.5931914893617021
11,64,0.6135480288728484
11,65,0.6807843137254902
11,66,0.7062439340019411
11,67,0.6481089258698941
11,68,0.6771209032460405
11,69,0.653119542784569
11,70,0.6447000310848616
11,71,0.6909961112772959
11,72,0.7067351253397764
11,73,0.6831536388140161
11,74,0.5973451327433629
11,75,0.5154986522911051
11,76,0.6025199096636158
11,77,0.43104228923299825
11,78,0.47776774064036936
11,79,0.5152663249387118
11,80,0.5805796774557348
11,81,0.543970988213962
11,82,0.5720852486418722
11,83,0.49016612564445294
11,84,0.5557628117023365
11,85,0.5938194304180974
11,86,0.5577889447236181
11,87,0.0
11,88,0.5582615211689771
11,89,0.5587286527514231
11,90,0.5179814385150812
11,91,0.535147162941236
11,92,0.5597779675491034
11,93,0.5694547773408438
11,94,0.5846256833649448
11,95,0.5844185002245172
11,96,0.652656158785756
11,97,0.4933463161311263
11,98,0.5555262463729886
11,99,0.6246270141237319
12,57,0.0
12,58,0.0
12,59,0.0
12,60,0.0
12,61,0.0
12,62,0.0
12,63,0.0
12,71,0.0
12,72,0.0
12,73,0.26135711350606483
12,74,0.7111001601576937
12,75,0.718319403659363
12,76,0.6807990216061965
12,77,0.7127272727272728
12,78,0.6958278614001414
12,79,0.6428782943440924
12,80,0.310142671580533
12,81,0.2113040888758186
12,82,0.08833043045533714
12,83,0.0
12,84,0.0
12,85,0.0
12,86,0.0
12,87,0
12,88,0
12,89,0
12,91,0
12,93,0
12,94,0
12,95,0
12,96,0
12,97,0
12,98,0
12,99,0
13,30,0.5974946431514752
13,31,0.6390220517737296
13,32,0.0
13,33,0.0
13,34,0.0
13,35,0.47005556911626273
13,36,0.0
13,37,0.6675031367628608
13,38,0.6312217194570136
13,39,0.05674978503869303
13,40,0.43016537158796575
13,41,0.5046463547625571
13,42,0.13040822559299603
13,43,0.6133314700950252
13,44,0.0
13,45,0.0
13,46,0.0
13,47,0.0
13,48,0.0
13,49,0.0
13,50,0.43348150438588356
13,51,0.5009669954386271
13,52,0.0
13,53,0.46465296620229773
13,54,0.44794133720299617
13,55,0.09728781540952638
13,56,0.4454444680343977
13,57,0.4459158118092279
13,58,0.7228915662650602
13,59,0.7089262613195343
13,60,0.4246259430417125
13,61,0.0
13,62,0.0
13,63,0.7569086113977754
13,64,0.7207722174288179
13,65,0.717948717948718
13,66,0.6547231406269333
13,67,0.7016049787094661
13,68,0.6592899953895804
13,69,0.7283490462617846
13,70,0.745978340868468
13,71,0.7308529381283034
13,72,0.7349256900212314
13,73,0.6848325673013789
13,74,0.0
13,75,0.0
13,76,0.6156824114101118
13,77,0.0
13,78,0.0
13,79,0.5809346378533746
14,30,0
14,31,0.0
14,32,0.0
14,33,0.0
14,34,0.0
14,35,0.0
14,36,0.0
14,37,0.0
14,38,0.0
14,39,0.0
14,40,0.7633797294648108
14,41,0.746688077077479
14,42,0.0
14,43,0.0
14,44,0.0
14,45,0.0
14,46,0.0
14,47,0.012454592631032694
14,48,0.0
14,49,0.5458715596330275
14,50,0.597913561847988
14,51,0.0
14,52,0.5205997392438071
14,53,0.4451587509839937
14,54,0.46586345381526106
14,55,0.0
14,56,0.0
14,57,0.5646666666666667
14,58,0.0
14,59,0.0
14,60,0.0
14,61,0
14,62,0
14,63,0
14,64,0
14,65,0
14,66,0
14,67,0
14,68,0
14,69,0
14,70,0
14,71,0
14,72,0
14,73,0
14,74,0
14,75,0
14,76,0
14,77,0
14,78,0
14,79,0
14,80,0
14,81,0
14,82,0
14,83,0
14,84,0
14,85,0
14,86,0
14,87,0
14,88,0
14,89,0
14,90,0
14,91,0
14,92,0
14,93,0
14,94,0
14,95,0
14,96,0
14,97,0
14,98,0
14,99,0
15,30,0.5742108797850907
15,31,0.5604201680672269
15,32,0.5374015748031497
15,33,0.5503896103896104
15,34,0.5529193697868396
15,35,0.5229965156794425
15,36,0.5590316573556797
15,37,0.592638036809816
15,38,0.5631820792647904
15,39,0.5278312620339577
15,40,0.5410500352360817
15,41,0.5231609993060374
15,42,0.5559971098265896
15,43,0.5119004360465116
15,44,0.5074349442379182
15,45,0.515233644859813
15,46,0.5093823668081093
15,47,0.568326577880718
15,48,0.5514212396367943
15,49,0.5438562782207705
15,50,0.5144385026737968
15,51,0.5118140243902439
15,52,0.5402548371873526
15,53,0.5500946969696969
15,54,0.5280974949221394
15,55,0.5016077170418006
15,56,0.5720178009334635
15,57,0.5757080610021786
15,58,0.49123571039738706
15,59,0.5531246493885336
15,60,0.6026831785345718
15,61,0.5701983002832861
15,62,0.5403925148334094
15,63,0.5696173873669912
15,64,0.5429931253305129
15,65,0.4452386190858324
15,66,0.5538190622936385
15,67,0.407818498382286
15,68,0.5342417889587701
15,69,0.5686178061977374
16,30,0.0
16,31,0.0
16,32,0.0
16,33,0.6639984381101133
16,34,0.0
16,35,0.0
16,36,0.6883838383838384
16,37,0.6472148541114059
16,38,0.6710319539025668
16,39,0.6583954601090464
16,40,0.6583954601090464
16,41,0.6816222348269995
16,42,0.6221122112211221
16,43,0.6373078520980474
16,44,0.6491702741702742
16,45,0.0
16,46,0.6452844597174494
16,47,0.5719720989220038
16,48,0.6039784136546185
16,49,0.0
17,38,0.0
17,39,0.0
17,40,0.0
17,41,0.0
17,42,0.0
17,43,0.0
17,44,0.0
17,45,0.0
17,46,0.0
17,47,0.0
17,48,0.0
17,49,0.6905208822149226
17,50,0.7058392377229417
17,51,0.0
17,52,0.8036292935839274
17,53,0.0
17,54,0.0
17,57,0.6637037037037037
17,58,0.0
17,59,0.6547619047619048
17,60,0.0
17,61,0.0
17,62,0.0
17,63,0.0
17,64,0.0
17,65,0.0
17,66,0.0
17,67,0.0
17,68,0.0
17,69,0.0
17,70,0.6319060773480663
17,71,0.6106194690265486
17,72,0.5833333333333334
17,73,0.6464549246069939
17,74,0.0
17,75,0.0
17,76,0.0
17,77,0.0
17,78,0.0
17,79,0.0
17,80,0.0
17,81,0.0
17,82,0.0
17,83,0.0
17,84,0.0
17,85,0.0
17,86,0.0
17,87,0.0
17,88,0.0
17,89,0.0
17,90,0.0
17,91,0.0
17,92,0.0
17,93,0.7031691712542777
17,94,0.7024793388429752
17,95,0.7349007461635928
17,96,0.0
17,97,0.6890286512928022
17,98,0.7498216069644641
17,99,0.0
18,30,0.6200600542425416
18,31,0.6000096394833236
18,32,0.5878550392086499
18,33,0.620004076739646
18,34,0.6020807952596516
18,35,0.6093240883489679
18,36,0.6735249768957634
18,37,0.6566217287866772
18,38,0.6383744311567362
18,39,0.7917093450623607
18,40,0.7918728352300841
18,41,0.7411891768985903
18,42,0.6323303913986318
18,43,0.6632570968854155
18,44,0.6291371501567762
18,45,0.5269686859492168
18,46,0.7326007326007326
18,47,0.7237250554323725
18,48,0.7271619975639464
18,49,0.6915949702183984
18,50,0.7163803937997486
18,51,0.6504279131007241
18,52,0.690384024577573
18,53,0.7026974577915778
18,54,0.686307624945268
18,55,0.6355670739232383
18,56,0.0
18,57,0.0
18,58,0.0
18,59,0.6375847852107993
18,60,0.6568317527221637
18,61,0.6376408401724858
18,62,0.6406743940990516
18,63,0.4437495981467039
18,64,0.44386023015991544
18,65,0.6452778379940747
18,66,0.0
18,67,0.0
18,68,0.7387684692117303
18,69,0.0
19,30,0.5283514457160884
19,31,0.6024762227749558
19,32,0.5994443839662226
19,33,0.6294708888791677
19,34,0.6254759249666021
19,35,0.656585383738282
19,36,0.6956365620758319
19,37,0.6678925656341542
19,38,0.0
19,39,0.6287456990870404
19,40,0.6106172623574998
19,41,0.0
19,42,0.5807980530957699
19,43,0.0
19,44,0.6402612502851122
19,45,0.685739657130992
19,46,0.6733188726966183
19,47,0.6883058070802107
19,48,0.6479824544937315
19,49,0.6060172211522746
19,50,0.6463908330599363
19,51,0.0
19,52,0.622111437696986
19,53,0.5819116025535283
19,54,0.5929404577637957
19,55,0.590415672386316
19,56,0.5599303285022164
19,57,0.5225320835673011
19,58,0.5445690685393579
19,59,0.653852951572994
19,60,0.6471143126661522
19,61,0.6046819297964494
19,62,0.559767155312266
19,63,0.5471701900626517
19,64,0.6030301502279498
19,65,0.5702136792391467
19,66,0.5745854846457977
19,67,0.5905475682751634
19,68,0.5453438227924872
19,69,0.6639816252208931
19,70,0.5272072072072073
19,71,0.5191932945151416
19,72,0.5848853868194842
19,73,0.5392285804021523
19,74,0.5565435251372971
19,75,0.6890403775563713
19,76,0.5776578339394475
19,77,0.6415322580645161
19,78,0.0
19,79,0.6126687055242346
20,36,0.0
20,37,0.0
20,38,0.0
20,39,0.0
20,40,0.2549056251168006
20,41,0.0
20,42,0.0
20,43,0.0
20,44,0.0
20,45,0.0
20,75,0.0
20,76,0.2313060817547358
20,77,0.28071481757259864
20,78,0.0
20,79,0.0
20,80,0.33687405159332323
20,81,0.35038363171355497
20,82,0.30394304490690033
20,83,0.32969385570541637
20,84,0.0
20,85,0.0
20,86,0.0
20,87,0.0
20,88,0.23366784730421095
20,89,0.0
20,90,0.0
20,91,0.0
20,92,0.2745385787661568
20,93,0.0
20,94,0.39925925925925926
20,95,0.011018515289933401
20,96,0.0
20,97,0.0
20,98,0.0
20,99,0.3539702374190617
21,30,0.7208836804368665
21,31,0.6777344025038099
21,32,0.7280408167197127
21,33,0.6416348840157421
21,34,0.6715098501669751
21,35,0.6482031078169925
21,36,0.6217862384552763
21,37,0.554031060190244
21,38,0.5396182277796063
21,39,0.6255236230193703
21,40,0.6700140760734236
21,41,0.6416348840157421
21,42,0.0
21,43,0.0
21,44,0.0
21,45,0.0
21,46,0.0
21,47,0.0
21,48,0.0
21,49,0.0
21,50,0.0
21,51,0.0
21,52,0.0
21,53,0.0
21,54,0.0
21,55,0.0
21,56,0.7603615162664242
21,57,0.0
21,58,0.0
21,59,0.7275825380197375
21,60,0.7542597111647653
21,61,0.7703116047617442
21,62,0.6660149082879199
21,63,0.6817069237803461
21,64,0.6915737001890803
21,65,0.6355236303295747
21,66,0.6982287321367147
21,67,0.6904597925190799
21,68,0.7197754761228574
21,69,0.7080367392273381
22,30,0.7307692307692307
22,31,0.7572879135276777
22,32,0.7683932695480039
22,33,0.767203513909224
22,34,0.7639813581890812
22,35,0.7181153533712429
22,36,0.728
22,37,0.7589158345221113
22,38,0.7289540816326531
22,39,0.6662587947384522
22,40,0.7417729024607175
22,41,0.7009789380005933
22,42,0.6842105263157895
22,43,0.673557278208441
22,44,0.6964800923254472
22,45,0.6819364161849711
22,46,0.6799116997792495
22,47,0.6900550884314294
22,48,0.6851261235140621
22,49,0.7374890254609306
22,50,0.711864406779661
22,51,0.7247693399574167
22,52,0.6886751202448622
22,53,0.7480642386005162
22,54,0.7275226835303822
22,55,0.6859981205530944
22,56,0.6796116504854369
22,57,0.7554980595084088
22,58,0.7794697484704283
22,59,0.7611940298507462
22,60,0.688655355786275
22,61,0.7400881057268722
22,62,0.7105960264900663
22,63,0.7367336424523442
22,64,0.6905554133606348
22,65,0.7230769230769231
22,66,0.6930387875674288
22,67,0.635271032622026
22,68,0.7319298245614035
22,69,0.704095720202485
22,70,0.7192060712200817
22,71,0.6942479962281942
22,72,0.6788060389535554
22,73,0.717131935595969
22,74,0.7058488199749173
22,75,0.635646032405484
22,76,0.6700475435816164
22,77,0.6628369421122404
22,78,0.6697393515575334
22,79,0.6634960896216445
23,30,0.0
23,31,0.0
23,32,0.0
23,33,0.0
23,34,0.0
23,35,0.0
23,36,0.0
23,37,0.0
23,38,0.0
23,39,0.0
23,40,0.0
23,41,0.0
23,42,0.0
23,43,0.0
23,44,0.0
23,45,0.0
23,46,0.0
23,47,0.0
23,48,0.0
23,49,0.11609581844925404
23,50,0.0
23,51,0.0
23,52,0.0
23,53,0.0
23,54,0.0
23,55,0.0
23,56,0.0
23,57,0.625801282051282
23,58,0.6213942307692307
23,59,0.6802721088435374
23,60,0.8123456790123457
23,61,0.8125933831376734
23,62,0.8290331726679898
23,63,0.7960028551034976
23,64,0.7725083364208967
23,65,0.7624342154028612
23,66,0.7379598028062192
23,67,0.7585840976275298
23,68,0.6852175293744046
23,69,0.6879310344827586
23,70,0.0
23,71,0.6755424063116371
23,72,0.6526981040350024
23,73,0.5704622322435174
23,74,0.6863580998781973
23,75,0.6943718592964824
23,76,0.6369710467706013
23,77,0.7220528954871694
23,78,0.7220528954871694
23,79,0.8054242126862343
23,80,0.7794340801571008
23,81,0.8577302631578947
23,82,0.7368872864623572
23,83,0.7052742104838058
23,84,0.7786853364449631
23,85,0.7355300859598853
23,86,0.7589597902097902
23,87,0.6768339346233738
23,88,0.0
23,89,0.0
23,90,0.6666666666666666
23,91,0.6401459134378389
23,92,0.6209393543196219
23,93,0.7562699044585988
